name,college,height,weight,vert,broad,bench,shuttle,cone,10yd,20yd,40yd,season,position
Luke Falk,Washington State,75.625,215,26.5,103,,,,,,,2018,QB
Riley Ferguson,Memphis,74.75,212,29,110,,4.4,6.96,1.75,2.91,4.98,2018,QB
Lamar Jackson,Louisville,74.25,216,,,,,,,,,2018,QB
Kyle Lauletta,Richmond,74.625,222,31,113,,4.07,6.95,1.67,2.78,4.81,2018,QB
Tanner Lee,Nebraska,76.25,218,32,115,,4.41,7,1.71,2.87,4.98,2018,QB
Chase Litton,Marshall,77,230,29.5,106,,4.53,7.49,1.75,2.85,4.9,2018,QB
Baker Mayfield,Oklahoma,72.625,215,29,111,,4.28,7,1.72,2.84,4.84,2018,QB
Josh Rosen,UCLA,76,226,31,111,,4.28,7.09,1.71,2.84,4.92,2018,QB
Mason Rudolph,Oklahoma State,76.625,235,26,,,,,1.71,2.88,4.9,2018,QB
Nic Shimonek,Texas Tech,75,220,28.5,101,,4.32,7.28,1.72,2.86,4.88,2018,QB
Mike White,Western Kentucky,76.625,224,27,96,,4.4,7.4,1.73,2.91,5.07,2018,QB
Logan Woodside,Toledo,73.25,213,31.5,103,,4.15,6.94,1.69,2.8,4.79,2018,QB
Jake Browning,Washington,74,206,29,112,,4.44,7.19,1.65,2.76,4.74,2019,QB
Ryan Finley,North Carolina State,76,213,30.5,116,,4.2,7.2,1.69,2.75,4.73,2019,QB
Nick Fitzgerald,Mississippi State,76.625,226,29.5,115,,,,1.62,2.73,4.64,2019,QB
Will Grier,West Virginia,74.5,217,34,112,,4.28,7.09,1.68,2.81,4.84,2019,QB
Dwayne Haskins Jr.,Ohio State,75.375,231,28.5,,,,,1.75,2.9,5.04,2019,QB
Tyree Jackson,Buffalo,79,249,34.5,120,,4.28,7.09,1.59,2.67,4.59,2019,QB
Daniel Jones,Duke,77.125,222,33.5,120,,4.41,7,1.71,2.83,4.81,2019,QB
Drew Lock,Missouri,75.75,228,31,112,,4.12,7.03,1.61,2.74,4.69,2019,QB
Trace McSorley,Penn State,72.125,202,33,115,,4.12,7.09,1.62,2.68,4.57,2019,QB
Gardner Minshew II,Washington State,72.875,225,33.5,116,,4.45,7.14,1.67,2.85,4.97,2019,QB
Kyler Murray,Oklahoma,70.125,207,,,,,,,,,2019,QB
Brett Rypien,Boise State,73.75,210,33,116,,4.29,7.1,1.7,2.86,4.91,2019,QB
Kyle Shurmur,Vanderbilt,76,230,29.5,106,,4.53,7.51,1.68,2.84,4.91,2019,QB
Easton Stick,North Dakota State,73.25,220,33.5,118,,4.05,6.65,1.64,2.73,4.62,2019,QB
Jarrett Stidham,Auburn,74.375,218,31,110,,4.33,7.28,1.71,2.83,4.81,2019,QB
Jordan Taamu,Mississippi,74.625,221,27.5,109,,4.36,7.06,1.65,2.77,4.77,2019,QB
Clayton Thorson,Northwestern,76,222,,,,,,,,,2019,QB
Kelly Bryant,Missouri,75.125,229,35,125,,4.51,7.33,1.62,2.73,4.69,2020,QB
Joe Burrow,LSU,75.625,221,,,,,,,,,2020,QB
Kevin Davidson,Princeton,76.125,224,28,109,,4.37,7.13,1.72,2.89,5,2020,QB
Jacob Eason,Washington,77.875,231,27.5,110,,4.75,7.5,1.73,2.9,4.89,2020,QB
Jake Fromm,Georgia,73.875,219,30,111,,4.51,7.27,1.81,2.96,5.01,2020,QB
Anthony Gordon,Washington State,74.375,205,,,,,,,,,2020,QB
Justin Herbert,Oregon,78.25,236,35.5,123,,4.46,7.06,1.62,2.75,4.68,2020,QB
Jalen Hurts,Oklahoma,73,222,35,125,,,,1.6,2.65,4.59,2020,QB
Brian Lewerke,Michigan State,74.5,213,31,113,,4.4,7.14,1.65,2.8,4.95,2020,QB
Jordan Love,Utah State,75.75,224,35.5,118,,4.52,7.21,1.65,2.75,4.74,2020,QB
Jake Luton,Oregon State,78.125,224,,,,,,,,,2020,QB
Cole McDonald,Hawaii,75.125,215,36,121,,4.52,7.13,1.6,2.7,4.58,2020,QB
Steven Montez,Colorado,76,231,33,117,,4.43,7.25,1.64,2.75,4.68,2020,QB
James Morgan,Florida International,76,229,29,112,,4.64,7.51,1.73,2.87,4.89,2020,QB
Shea Patterson,Michigan,72.875,212,31,116,,4.5,7.14,1.63,2.73,4.71,2020,QB
Nate Stanley,Iowa,75.75,235,28.5,108,,4.48,7.26,1.69,2.79,4.81,2020,QB
Tua Tagovailoa,Alabama,72,217,,,,,,,,,2020,QB
B.J. Askew,Michigan,74,241,,,,,,,,,2003,RB
Santonio Beard,Alabama,71.625,222,31.5,119,,,,1.58,2.66,4.58,2003,RB
Chris Brown,Colorado,74.625,220,,,,,,,,,2003,RB
Kerry Carter,Stanford,73.875,238,36,118,20,4.39,7.29,1.6,2.73,4.64,2003,RB
Avon Cobourne,West Virginia,67.5,205,31.5,112,21,4.18,7.21,,,,2003,RB
Dahrran Diedrick,Nebraska,72.125,228,37,117,19,4.44,7.32,1.63,2.75,4.67,2003,RB
Justin Fargas,Southern California,72.875,219,,137,27,,,1.47,2.54,4.4,2003,RB
Ahmaad Galloway,Alabama,71.75,223,,,22,,,,,,2003,RB
Earnest Graham,Florida,69.125,225,,,22,,,,,,2003,RB
Quentin Griffin,Oklahoma,67,195,38,123,21,4.08,,1.54,2.55,4.5,2003,RB
Dwone Hicks,Middle Tennessee,69.625,222,34,115,29,4.42,7.38,,,,2003,RB
Larry Johnson,Penn State,73,228,,,19,,,,,,2003,RB
Malaefou MacKenzie,Southern California,70.25,233,,,,,,,,,2003,RB
Nick Maddox,Florida State,70.625,211,33.5,115,18,4.5,7.33,1.65,2.74,4.7,2003,RB
Sultan McCullough,Southern California,71.375,202,,,27,,,,,,2003,RB
Willis McGahee,Miami (FL),72.375,223,,,,,,,,,2003,RB
Artose Pinner,Kentucky,69.75,229,,,,,,,,,2003,RB
Cecil Sapp,Colorado State,71,229,,,,,,,,,2003,RB
Musa Smith,Georgia,72.75,232,35.5,123,,,,,,,2003,RB
Onterrio Smith,Oregon,69.875,220,,,19,,,,,,2003,RB
Lee Suggs,Virginia Tech,71.625,202,,,,,,,,,2003,RB
LaBrandon Toefield,LSU,70.875,233,,,19,,,,,,2003,RB
Derek Watson,South Carolina,72.125,223,34,114,15,4.2,7.35,1.6,2.67,4.66,2003,RB
Domanick Williams,LSU,69,213,32.5,112,22,4.47,7.32,1.63,2.72,4.63,2003,RB
Rich Alexis,Washington,72,210,32,114,,4.43,7.41,1.65,2.72,4.67,2004,RB
Tatum Bell,Oklahoma State,71,212,38.5,117,25,,,1.56,2.58,4.41,2004,RB
Ran Carthon,Florida,71.375,224,34.5,112,22,4.12,,1.55,2.6,4.53,2004,RB
Cedric Cobbs,Arkansas,72.125,223,40,123,,,,1.63,2.71,4.79,2004,RB
Duron Croson,Fort Valley State,72.75,226,30.5,108,14,,,1.67,2.8,4.84,2004,RB
Josh Davis,Nebraska,70.375,200,33.5,112,13,4.07,7.27,1.66,2.69,4.61,2004,RB
Adimchinobi Echemandu,California,70.75,226,,,15,,,,,,2004,RB
Clarence Farmer,Arizona,71.875,231,34.5,120,25,4.25,7.44,1.64,2.72,4.71,2004,RB
Steven Jackson,Oregon State,73.5,241,,,,,,,,,2004,RB
Greg Jones,Florida State,73.375,249,,,,,,,,,2004,RB
Kevin Jones,Virginia Tech,72.125,227,38,120,,,,,,,2004,RB
Julius Jones,Notre Dame,69.75,217,37.5,121,,4.12,6.97,1.55,2.64,4.5,2004,RB
Derrick Knight,Boston College,68.75,209,31.5,108,16,,,1.65,2.75,4.74,2004,RB
Mewelde Moore,Tulane,70.625,209,35,118,,4.12,7.05,1.61,2.68,4.67,2004,RB
Jarrett Payton,Miami (FL),72.125,220,31,115,,4.31,7.34,1.66,2.76,4.64,2004,RB
Chris Perry,Michigan,72,224,,,19,,,,,,2004,RB
Fred Russell,Iowa,67,195,34,121,21,4.3,7.09,1.6,2.64,4.53,2004,RB
Michael Turner,Northern Illinois,70.5,237,31,114,22,4.15,7.5,1.56,2.61,4.5,2004,RB
Shaud Williams,Alabama,67.5,193,34,114,15,4.15,7.01,1.72,2.85,4.76,2004,RB
Quincy Wilson,West Virginia,69.375,225,33.5,118,26,4.36,7.68,,,,2004,RB
Renaldo Works,Oklahoma,72,222,30.5,115,21,4.09,7.25,1.63,2.76,4.71,2004,RB
Jason Wright,Northwestern,70.375,210,30,111,,4.12,7.35,1.65,2.77,4.69,2004,RB
J.J. Arrington,California,68.875,214,35,121,18,4.1,6.81,1.54,2.57,4.46,2005,RB
Marion Barber III,Minnesota,71.375,221,40,127,20,,,,,,2005,RB
Cedric Benson,Texas,70.5,222,,,,,,,,,2005,RB
DeCori Birmingham,Arkansas,69.75,210,34.5,118,14,4.28,7.13,1.67,2.71,4.64,2005,RB
Nehemiah Broughton,Citadel,71.5,250,30,108,25,4.28,7.54,1.61,2.7,4.61,2005,RB
Ronnie Brown,Auburn,72.25,233,34,117,18,4.08,7.1,1.56,2.6,4.48,2005,RB
Maurice Clarett,Ohio State,71.625,234,34,115,22,,,1.63,2.81,4.78,2005,RB
DeAndra Cobb,Michigan State,69.75,196,34,118,17,4.25,7.13,1.56,2.62,4.49,2005,RB
Anthony Davis,Wisconsin,66.625,200,38,121,18,,7.39,1.58,2.64,4.5,2005,RB
Ciatrick Fason,Florida,72.75,207,,,,,,,,,2005,RB
Lionel Gates,Louisville,71.625,222,36,121,23,4.1,7.17,1.72,2.78,4.7,2005,RB
Frank Gore,Miami (FL),69.375,210,,,,,,,,,2005,RB
Ryan Grant,Notre Dame,73.125,215,33.5,115,17,4.12,7.08,1.6,2.68,4.54,2005,RB
Kay-Jay Harris,West Virginia,72.375,241,38,122,,4.1,7.2,1.68,2.71,4.64,2005,RB
Alex Haynes,Central Florida,69.875,223,32.5,,21,,,1.6,2.64,4.51,2005,RB
Noah Herron,Northwestern,71,224,31,108,17,3.97,6.95,1.64,2.75,4.73,2005,RB
Cedric Houston,Tennessee,70.75,225,,,,,,,,,2005,RB
Ray Hudson,Alabama,69.75,192,,,15,,,,,,2005,RB
Brandon Jacobs,Southern Illinois,76.25,267,37,118,19,4.49,7.54,1.69,2.72,4.56,2005,RB
T.A. McLendon,North Carolina State,70.25,235,35,117,27,4.19,7.34,1.71,2.83,4.73,2005,RB
Ryan Moats,Louisiana Tech,68.25,210,36,117,19,4.11,7.22,1.57,2.63,4.46,2005,RB
Vernand Morency,Oklahoma State,69.625,212,33.5,108,19,4.2,7.02,,,,2005,RB
Alvin Pearman,Virginia,69.375,208,34,114,24,4.08,7.06,1.65,2.75,4.67,2005,RB
Bobby Purify,Colorado,72.375,210,33.5,116,15,4.13,7.22,1.64,2.74,4.74,2005,RB
Walter Reyes,Syracuse,70,209,32,109,16,4.38,7.23,1.55,2.61,4.49,2005,RB
Eric Shelton,Louisville,73.5,246,38.5,124,,4.08,7.46,1.64,2.68,4.53,2005,RB
Darren Sproles,Kansas State,66.125,187,33,105,23,3.96,6.96,1.52,2.58,4.46,2005,RB
Carnell Williams,Auburn,70.875,217,35.5,118,19,4.17,6.95,1.58,2.61,4.43,2005,RB
Cadillac Williams,Auburn,70.875,217,35.5,118,19,4.15,6.94,1.59,2.63,4.5,2005,RB
Joseph Addai,LSU,71.25,214,38.5,125,18,4.47,7.09,1.5,2.53,4.41,2006,RB
Mike Bell,Arizona,72.25,221,31.5,112,19,4.21,7.16,1.55,2.66,4.63,2006,RB
Reggie Bush,Southern California,70.875,201,,,,,,,,,2006,RB
Brian Calhoun,Wisconsin,69.25,201,31.5,124,18,4.2,7.05,1.56,2.64,4.58,2006,RB
P.J. Daniels,Georgia Tech,70.125,214,33,116,21,4.4,7.13,1.55,2.65,4.61,2006,RB
Quinton Ganther,Utah,69.5,218,35,119,29,,7.19,1.56,2.64,4.56,2006,RB
Ryan Gilbert,Houston,69.625,228,,,,,,,,,2006,RB
Marques Hagans,Virginia,69.375,202,35,114,,4.38,7.03,1.58,2.66,4.64,2006,RB
Andre Hall,South Florida,68.5,208,33,113,18,,7.38,1.5,2.57,4.45,2006,RB
Jerome Harrison,Washington State,69.25,201,34.5,124,19,4.07,6.77,1.58,2.63,4.51,2006,RB
Taurean Henderson,Texas Tech,69.5,204,32.5,112,,4.4,7.01,1.61,2.72,4.63,2006,RB
Cedric Humes,Virginia Tech,72.875,227,30.5,106,18,4.22,7.07,1.62,2.71,4.65,2006,RB
Maurice Jones-Drew,UCLA,66.75,207,36,116,18,4.38,7.08,1.53,2.57,4.39,2006,RB
Wali Lundy,Virginia,71,214,35,111,18,4.36,6.99,1.55,2.63,4.55,2006,RB
Laurence Maroney,Minnesota,71.875,217,,,,,,,,,2006,RB
Wendell Mathis,Fresno State,71.375,210,33,117,20,4.22,6.93,1.6,2.62,4.53,2006,RB
DonTrell Moore,New Mexico,69.75,210,32,116,18,4.32,7.1,1.59,2.67,4.62,2006,RB
Jerious Norwood,Mississippi State,71.625,210,36.5,122,15,4.25,6.81,1.47,2.51,4.33,2006,RB
Gerald Riggs,Michigan State,70.875,232,,,,,,,,,2006,RB
Derrick Ross,Tarleton State,70.5,226,35,112,20,4.35,7,1.53,2.59,4.53,2006,RB
Cory Ross,Nebraska,66.25,201,,,15,,,1.58,2.64,4.6,2006,RB
Leon Washington,Florida State,67.875,201,32.5,105,17,4.37,6.94,1.58,2.63,4.43,2006,RB
LenDale White,Southern California,72.375,238,,,,,,,,,2006,RB
Terrence Whitehead,Oregon,70.125,209,30.5,108,,4.27,7.21,1.64,2.74,4.75,2006,RB
DeAngelo Williams,Memphis,69,214,35.5,121,25,,,,,,2006,RB
Lorenzo Booker,Florida State,70.375,191,35.5,121,26,,,1.56,2.61,4.5,2007,RB
Ahmad Bradshaw,Marshall,69.5,198,34,112,,4.09,6.7,1.66,2.75,4.66,2007,RB
Eldra Buckley,Chattanooga,69.5,202,35.5,120,14,4.43,7.71,1.6,2.7,4.62,2007,RB
Michael Bush,Louisville,73.375,243,,,,,,,,,2007,RB
Thomas Clayton,Kansas State,70.25,218,36.5,121,23,,,1.66,2.74,4.66,2007,RB
Alonzo Coleman,Hampton,69.875,207,,120,27,,,1.56,2.63,4.52,2007,RB
Jon Cornish,Kansas,71.5,206,34,118,,,7.09,1.62,2.71,4.64,2007,RB
Kenneth Darby,Alabama,70.375,211,30,108,19,4.53,7.25,1.73,2.83,4.81,2007,RB
Chris Henry,Arizona,71.25,230,36,127,26,4.14,6.96,1.56,2.57,4.41,2007,RB
Tony Hunt,Penn State,73.625,233,,,24,,,,,,2007,RB
Nate Ilaoa,Hawaii,68.875,245,30,103,25,4.42,7.1,1.68,2.81,4.84,2007,RB
Kenny Irons,Auburn,70.625,203,38,123,,4.17,7,1.56,2.62,4.54,2007,RB
Brandon Jackson,Nebraska,69.875,210,37,122,21,4.14,7,1.56,2.64,4.55,2007,RB
Brian Leonard,Rutgers,73.5,226,34.5,122,28,4.22,6.88,1.59,2.66,4.56,2007,RB
Marshawn Lynch,California,71.125,215,35.5,125,20,4.55,7.05,1.6,2.67,4.52,2007,RB
Ronnie McGill,North Carolina,70.875,213,,,22,,,,,,2007,RB
Tyrone Moss,Miami (FL),69.125,231,31,107,16,4.56,,1.67,2.78,4.79,2007,RB
Adrian Peterson,Oklahoma,73.5,217,38.5,127,,4.4,7.09,1.57,2.6,4.41,2007,RB
Antonio Pittman,Ohio State,70.75,207,35.5,123,16,4.16,6.84,1.54,2.57,4.44,2007,RB
Gary Russell,Minnesota,70.375,229,31.5,113,9,4.54,,1.76,2.85,4.84,2007,RB
Kolby Smith,Louisville,71.25,220,38,114,18,4.34,7.22,1.56,2.63,4.57,2007,RB
Ramonce Taylor,Texas College,70.125,195,34,125,,4.23,6.98,1.54,2.63,4.51,2007,RB
Darius Walker,Notre Dame,70,206,40.5,123,19,4.39,7.18,1.6,2.67,4.61,2007,RB
D.J. Ware,Illinois,72,225,,,21,,,,,,2007,RB
Garrett Wolfe,Northern Illinois,67.5,186,35.5,116,22,4.08,6.69,,,,2007,RB
Dwayne Wright,Fresno State,71.5,228,34,115,14,4.43,7.23,1.68,2.75,4.73,2007,RB
DeShawn Wynn,Florida,70.375,232,31.5,115,,,,1.59,2.64,4.55,2007,RB
Selvin Young,Texas,71,207,,,,,,,,,2007,RB
Anthony Alridge,Houston,69,170,30.5,134,,,6.88,1.51,2.54,4.36,2008,RB
Yvenson Bernard,Oregon State,68.375,204,29.5,112,,4.73,7.22,1.65,2.78,4.83,2008,RB
Cory Boyd,South Carolina,72.5,213,33.5,118,25,4.24,6.97,1.52,2.58,4.52,2008,RB
Thomas Brown,Georgia,68.375,204,36,128,25,,7.17,1.59,2.63,4.58,2008,RB
Jamaal Charles,Texas,71,200,30.5,122,,4.22,6.8,1.53,2.56,4.38,2008,RB
Tashard Choice,Georgia Tech,70.5,215,34,119,20,,6.88,1.5,2.55,4.5,2008,RB
Calvin Dawson,Louisiana-Monroe,68.5,199,,,,,,,,,2008,RB
Justin Forsett,California,68,194,26.5,112,26,,6.96,,,,2008,RB
Matt Forte,Tulane,73.375,217,33,118,23,4.23,6.84,1.49,2.55,4.46,2008,RB
BenJarvus Green-Ellis,Mississippi,70.625,219,30.5,114,24,,,1.6,2.68,4.62,2008,RB
Mike Hart,Michigan,68.875,206,28,110,23,,,1.58,2.69,4.69,2008,RB
Chris Johnson,East Carolina,71,197,35,130,,,,1.4,2.41,4.24,2008,RB
Felix Jones,Arkansas,70.125,207,33.5,124,,4.19,6.9,1.55,2.59,4.47,2008,RB
Rafael Little,Kentucky,68.75,194,,,8,,,,,,2008,RB
Kregg Lumpkin,Georgia,71.5,226,28,111,22,,,1.6,2.71,4.68,2008,RB
Darren McFadden,Arkansas,73.25,211,33,128,,,,1.51,2.53,4.33,2008,RB
Kalvin McRae,Ohio,69.125,203,25.5,109,,,,1.63,2.7,4.69,2008,RB
Rashard Mendenhall,Illinois,70.125,225,33.5,117,26,4.18,,1.57,2.59,4.45,2008,RB
Xavier Omon,Northwest Missouri,70.75,228,31,112,17,,,1.57,2.64,4.62,2008,RB
Jalen Parmele,Toledo,71.5,224,34,125,19,4.29,6.96,1.48,2.54,4.47,2008,RB
Allen Patrick,Oklahoma,72.75,198,,,,,,,,,2008,RB
Ray Rice,Rutgers,68,199,31.5,119,23,4.2,6.65,1.51,2.52,4.47,2008,RB
Dantrell Savage,Oklahoma State,68.25,187,32.5,117,13,,,1.5,2.57,4.53,2008,RB
Chad Simpson,Morgan State,68.625,216,32.5,124,,,,1.53,2.55,4.42,2008,RB
Steve Slaton,West Virginia,69.125,197,33.5,118,19,,,1.6,2.63,4.49,2008,RB
Kevin Smith,Central Florida,73.125,217,32,120,,4.49,6.74,1.56,2.66,4.58,2008,RB
Jonathan Stewart,Oregon,70.25,235,36.5,128,28,,,1.54,2.56,4.48,2008,RB
Marcus Thomas,Texas-El Paso,72.25,213,30,116,21,,,1.6,2.65,4.62,2008,RB
Ryan Torain,Arizona State,72.375,222,34,120,21,,,1.58,2.7,4.71,2008,RB
Chauncey Washington,Southern California,71.375,211,,,,,,,,,2008,RB
Kahlil Bell,UCLA,70.75,212,34.5,114,15,4.2,6.87,1.7,2.79,4.78,2009,RB
Donald Brown,Connecticut,70.25,210,41.5,125,,4.1,6.93,1.62,2.66,4.51,2009,RB
Andre Brown,North Carolina State,72.125,224,37,115,24,4.33,7.35,1.58,2.64,4.49,2009,RB
Glen Coffee,Alabama,72.125,209,36,121,24,4.51,7.35,1.62,2.68,4.58,2009,RB
James Davis,Clemson,71,218,32,109,17,4.37,7.15,1.62,2.7,4.6,2009,RB
Arian Foster,Tennessee,72.75,226,,,23,,,,,,2009,RB
Mike Goodson,Texas AM,71.875,208,39.5,118,14,4.22,6.89,1.61,2.69,4.54,2009,RB
Shonn Greene,Iowa,70.5,227,37,121,19,4.4,7.1,1.68,2.76,4.65,2009,RB
P.J. Hill,Wisconsin,70.25,222,,,,,,,,,2009,RB
Rashad Jennings,Liberty,73,231,34,120,29,4.2,6.86,1.61,2.65,4.66,2009,RB
Ian Johnson,Boise State,71.25,212,33,116,26,4.18,6.93,1.58,2.6,4.46,2009,RB
Gartrell Johnson,Colorado State,70.25,219,34,114,20,,,1.68,2.79,4.81,2009,RB
Jeremiah Johnson,Oregon,68.875,209,35,115,20,,,1.67,2.75,4.71,2009,RB
Anthony Kimble,Stanford,72.25,216,36,122,17,4.4,7.08,1.6,2.75,4.68,2009,RB
Marlon Lucky,Nebraska,71.375,216,33.5,114,18,,7.1,1.61,2.71,4.59,2009,RB
LeSean McCoy,Pittsburgh,70.375,198,,,,,,,,,2009,RB
Knowshon Moreno,Georgia,70.625,217,35.5,115,25,4.27,6.84,1.64,2.71,4.62,2009,RB
Chris Ogbonnaya,Texas,71.75,220,35,111,19,4.29,6.85,1.64,2.71,4.65,2009,RB
Branden Ore,West Liberty,70.875,214,36,112,21,4.44,7.35,1.67,2.75,4.69,2009,RB
Cedric Peerman,Virginia,69.5,216,40,117,27,4.29,6.99,1.54,2.63,4.45,2009,RB
Javon Ringer,Michigan State,69.125,205,34,115,23,4.11,6.87,1.6,2.65,4.6,2009,RB
Bernard Scott,Abilene Christian,70.25,200,36,125,21,4.08,6.82,1.66,2.61,4.56,2009,RB
Kory Sheets,Purdue,71.125,208,37,121,15,4.39,7.18,1.59,2.63,4.47,2009,RB
Tyrell Sutton,Northwestern,68,211,33,114,,4.32,6.94,1.66,2.78,4.75,2009,RB
Beanie Wells,Michigan State,73,235,33.5,128,25,,,1.6,2.7,4.59,2009,RB
Javarris Williams,Tennessee State,69.5,223,33.5,116,25,,,1.59,2.66,4.52,2009,RB
Joique Bell,Wayne State (MI),71.25,220,36.5,120,,4.17,6.84,1.62,2.75,4.71,2010,RB
Jahvid Best,California,70.125,199,32.5,113,18,4.17,6.75,1.51,2.55,4.35,2010,RB
LeGarrette Blount,Oregon,72.5,241,35,117,18,4.49,6.85,1.66,2.86,4.74,2010,RB
Chris Brown,Oklahoma,70.375,210,36,115,17,,,1.6,,4.61,2010,RB
Anthony Dixon,Mississippi State,72.75,233,33,121,15,4.49,7.09,1.71,2.83,4.75,2010,RB
Andre Dixon,Connecticut,72.75,205,40,117,,4.19,6.99,1.6,2.75,4.63,2010,RB
Jonathan Dwyer,Georgia Tech,71.25,229,33,107,15,4.67,7.56,1.68,2.79,4.68,2010,RB
Toby Gerhart,Stanford,72,231,38,118,22,4.25,6.94,1.62,2.7,4.6,2010,RB
Montario Hardesty,Tennessee,71.75,225,41,124,21,4.14,6.87,1.56,2.69,4.49,2010,RB
Brandon James,Florida,66.375,176,,,14,,,,,,2010,RB
Javarris James,Miami (FL),72.25,212,36,115,21,,,1.6,2.74,4.59,2010,RB
Stafon Johnson,Southern California,70.875,214,35.5,118,13,,,1.62,2.75,4.66,2010,RB
Darius Marshall,Marshall,69.25,190,35.5,109,14,4.39,,1.66,2.77,4.65,2010,RB
Ryan Mathews,Fresno State,71.625,218,36,121,19,4.33,7,1.55,,4.45,2010,RB
Joe McKnight,Southern California,71.375,198,36.5,120,18,,,1.57,2.65,4.47,2010,RB
Shawnbrey McNeal,Southern Methodist,69.125,194,36,117,14,,,1.64,2.76,4.56,2010,RB
Lonyae Miller,Fresno State,71.5,221,36.5,120,26,4.54,7.2,1.61,2.74,4.53,2010,RB
Brandon Minor,Michigan,72,214,,,,,,,,,2010,RB
Pat Paschall,North Dakota State,71.625,209,38.5,118,15,4.33,7.02,1.7,2.82,4.74,2010,RB
Charles Scott,LSU,71.375,238,30.5,111,,4.47,6.98,1.69,2.78,4.72,2010,RB
C.J. Spiller,Clemson,70.625,196,,,18,,,1.55,2.57,4.37,2010,RB
James Starks,Buffalo,74.125,218,36,119,15,4.23,6.89,1.61,2.69,4.5,2010,RB
Ben Tate,Auburn,71,220,40.5,124,26,4.12,6.91,1.53,2.64,4.43,2010,RB
Keith Toston,Oklahoma State,71.75,213,32,110,22,4.67,,1.67,2.83,4.74,2010,RB
Keiland Williams,LSU,70.875,233,,,,,,,,,2010,RB
Anthony Allen,Georgia Tech,72.75,228,41.5,120,24,4.06,6.79,1.57,2.55,4.61,2011,RB
Armando Allen,Notre Dame,68.25,199,,,23,,,,,,2011,RB
Matt Asiata,Utah,71,229,30,104,22,4.37,7.09,1.7,2.75,4.87,2011,RB
Damien Berry,Miami (FL),70.25,211,33.5,120,23,4.12,7,1.6,2.62,4.62,2011,RB
Allen Bradford,Southern California,70.875,242,29,113,28,4.39,6.97,1.64,2.55,4.61,2011,RB
Delone Carter,Syracuse,68.625,222,37,120,27,4.07,6.92,1.57,2.65,4.58,2011,RB
John Clay,Wisconsin,72.5,230,29,111,,,,1.69,2.72,4.92,2011,RB
Graig Cooper,Miami (FL),70,205,,114,18,4.03,6.66,1.62,2.72,4.68,2011,RB
Noel Devine,West Virginia,67.5,179,,,24,,,,,,2011,RB
Shaun Draughn,North Carolina,70.875,213,34,118,21,4.2,7.15,1.73,2.89,4.86,2011,RB
Darren Evans,Virginia Tech,72,227,35,111,26,4.46,6.96,1.63,2.73,4.62,2011,RB
Mario Fannin,Auburn,70.375,231,37.5,115,21,4.21,6.99,1.54,2.71,4.41,2011,RB
Alex Green,Hawaii,72.25,225,34,114,20,4.15,6.91,1.58,2.69,4.55,2011,RB
Jamie Harper,Clemson,71.375,233,36.5,120,24,4.39,7.16,1.64,2.79,4.63,2011,RB
Roy Helu,Nebraska,71.5,219,36.5,119,11,4.01,6.67,1.5,2.64,4.44,2011,RB
Kendall Hunter,Oklahoma State,67.25,199,35,122,24,4.21,6.74,1.6,2.67,4.57,2011,RB
Mark Ingram,Alabama,69.125,215,31.5,118,21,4.62,7.13,1.62,2.7,4.66,2011,RB
Taiwan Jones,Eastern Washington,71.625,194,,,13,,,,,,2011,RB
Mikel Leshoure,Illinois,71.625,227,38,122,21,4.4,6.82,1.64,2.72,4.65,2011,RB
Dion Lewis,Pittsburgh,66.625,193,34.5,112,17,4.18,6.9,1.6,2.68,4.62,2011,RB
Derrick Locke,Kentucky,68.25,188,37.5,118,16,4.15,6.98,1.6,2.66,4.5,2011,RB
DeMarco Murray,Oklahoma,71.625,213,34.5,124,21,4.18,7.28,1.55,2.6,4.43,2011,RB
Bilal Powell,Louisville,70.5,207,,,18,,,,,,2011,RB
Stevan Ridley,LSU,71.25,225,36,118,18,4.21,6.78,1.66,2.77,4.73,2011,RB
Jacquizz Rodgers,Oregon State,65.875,196,33,113,,4.26,7.31,1.67,2.74,4.7,2011,RB
Evan Royster,Penn State,71.625,212,34,113,20,4.18,7.07,1.69,2.77,4.73,2011,RB
Brandon Saine,Ohio State,71.25,220,34.5,113,22,4.25,6.98,1.56,2.6,4.48,2011,RB
DaRel Scott,Maryland,71,211,34,117,19,4.2,7.15,1.55,2.59,4.38,2011,RB
Vai Taua,Nevada,69.5,213,34.5,112,20,4.18,6.89,1.74,2.8,4.8,2011,RB
Daniel Thomas,Kansas State,72.25,230,,,21,,,,,,2011,RB
Jordan Todman,Connecticut,68.875,203,38,126,25,4.18,7.24,1.55,2.63,4.5,2011,RB
Shane Vereen,California,70.25,210,34,115,31,4.28,6.95,1.62,2.66,4.55,2011,RB
Johnny White,North Carolina,69.875,209,32.5,117,,4.31,7.07,1.71,2.76,4.65,2011,RB
Ryan Williams,Virginia Tech,69.375,212,40,123,19,4.18,6.96,1.65,2.71,4.64,2011,RB
Edwin Baker,Michigan State,68,204,35,111,20,4.31,7.27,1.65,2.7,4.53,2012,RB
Mike Ball,Nevada,68.5,206,36,112,21,4.23,7.1,1.64,2.74,4.65,2012,RB
Vick Ballard,Mississippi State,70.25,219,33,115,23,4.19,7.03,1.64,2.73,4.65,2012,RB
Brandon Bolden,Mississippi,70.875,222,38,119,21,4.44,6.96,1.63,2.74,4.66,2012,RB
